HYDROLAB MS5 64823,,,,,,,,,,,,,,,,,,,
Log File Name : Beaver_051216_053016,,,,,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 051216,,,,,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 130927,,,,,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 051216,,,,,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 133000,,,,,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 053016,,,,,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO%,,IBatt,,SpCond,,LDO,,BP
MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,Sat,,Volts,,æS/cm,,mg/l,,mmHg
,,,,,,,,,,,,,,,,,,,
5/15/2016,3:30:00,,9.53,,7.36,,0.03,,5.6,,95.2,,8.2,,82.8,,9.11,,638
5/15/2016,3:45:00,,9.45,,7.35,,0.03,,6.1,,95.1,,8.2,,82.5,,9.12,,638
5/15/2016,4:00:00,,9.37,,7.36,,0.03,,5.7,,95,,8.2,,82.8,,9.12,,638
5/15/2016,4:15:00,,9.29,,7.36,,0.03,,5.8,,94.9,,8.2,,82.9,,9.13,,638
5/15/2016,4:30:00,,9.21,,7.36,,0.03,,7.2,,94.8,,8.2,,82.6,,9.14,,638
5/15/2016,4:45:00,,9.13,,7.35,,0.03,,6,,94.6,,8.2,,82.9,,9.14,,638
5/15/2016,5:00:00,,9.05,,7.36,,0.03,,5.6,,94.6,,8.2,,83,,9.15,,638
5/15/2016,5:15:00,,8.97,,7.35,,0.03,,6,,95,,8.2,,82.9,,9.21,,638
5/15/2016,5:30:00,,8.9,,7.36,,0.03,,5.8,,94.6,,8.2,,82.9,,9.18,,638
5/15/2016,5:45:00,,8.83,,7.36,,0.03,,5.6,,94.8,,8.3,,83.1,,9.22,,638
5/15/2016,6:00:00,,8.76,,7.36,,0.03,,5.8,,94.6,,8.2,,82.7,,9.22,,638
5/15/2016,6:15:00,,8.7,,7.35,,0.03,,5,,94.7,,8.2,,82.7,,9.24,,638
5/15/2016,6:30:00,,8.64,,7.36,,0.03,,6.1,,95,,8.2,,82.7,,9.28,,638
5/15/2016,6:45:00,,8.58,,7.36,,0.03,,5.9,,95,,8.2,,82.6,,9.3,,638
5/15/2016,7:00:00,,8.54,,7.37,,0.03,,4.9,,95.1,,8.2,,82.5,,9.32,,638
5/15/2016,7:15:00,,8.51,,7.36,,0.03,,5.5,,95,,8.2,,82.6,,9.32,,638
5/15/2016,7:30:00,,8.48,,7.37,,0.03,,6.7,,95.3,,8.2,,82.9,,9.35,,638
5/15/2016,7:45:00,,8.47,,7.37,,0.03,,6.1,,95.7,,8.3,,82.5,,9.39,,638
5/15/2016,8:00:00,,8.47,,7.37,,0.03,,5.2,,95.7,,8.2,,82.6,,9.39,,638
5/15/2016,8:15:00,,8.49,,7.37,,0.03,,5.1,,95.7,,8.2,,82.8,,9.39,,638
5/15/2016,8:30:00,,8.52,,7.38,,0.03,,4.6,,95.9,,8.3,,82.6,,9.39,,638
5/15/2016,8:45:00,,8.56,,7.37,,0.03,,5.7,,96.5,,8.3,,82.5,,9.45,,638
5/15/2016,9:00:00,,8.61,,7.38,,0.03,,6.2,,96.7,,8.3,,82.7,,9.45,,638
5/15/2016,9:15:00,,8.68,,7.38,,0.03,,5.6,,97.4,,8.3,,82.9,,9.51,,638
5/15/2016,9:30:00,,8.75,,7.39,,0.03,,5.5,,97.5,,8.3,,82.9,,9.51,,638
5/15/2016,9:45:00,,8.84,,7.39,,0.03,,6,,98.3,,8.3,,83,,9.56,,638
5/15/2016,10:00:00,,8.93,,7.39,,0.03,,6.4,,98.3,,8.3,,82.8,,9.54,,638
5/15/2016,10:15:00,,9.02,,7.4,,0.03,,5.6,,98.6,,8.3,,82.8,,9.55,,638
5/15/2016,10:30:00,,9.13,,7.4,,0.03,,6,,98.7,,8.3,,82.8,,9.53,,638
5/15/2016,10:45:00,,9.23,,7.4,,0.03,,5.3,,99.4,,8.3,,83,,9.58,,638
5/15/2016,11:00:00,,9.35,,7.4,,0.03,,5.7,,99.8,,8.3,,82.9,,9.58,,638
5/15/2016,11:15:00,,9.47,,7.41,,0.03,,5,,100.4,,8.3,,83.3,,9.61,,638
5/15/2016,11:30:00,,9.6,,7.41,,0.03,,6.8,,100.3,,8.3,,82.9,,9.58,,638
5/15/2016,11:45:00,,9.73,,7.41,,0.03,,4.1,,101,,8.4,,83.3,,9.61,,638
5/15/2016,12:00:00,,9.86,,7.41,,0.03,,5.8,,101.3,,8.4,,83.1,,9.61,,638
5/15/2016,12:15:00,,10,,7.41,,0.03,,5,,101.4,,8.4,,83.2,,9.59,,638
5/15/2016,12:30:00,,10.14,,7.42,,0.03,,4.5,,101.9,,8.4,,83.1,,9.61,,638
5/15/2016,12:45:00,,10.29,,7.42,,0.03,,5,,101.9,,8.4,,83.4,,9.57,,638
5/15/2016,13:00:00,,10.42,,7.43,,0.03,,4.8,,102.1,,8.4,,83.9,,9.56,,638
5/15/2016,13:15:00,,10.56,,7.42,,0.03,,4.6,,103,,8.4,,83.4,,9.61,,638
5/15/2016,13:30:00,,10.71,,7.42,,0.03,,4.9,,103.1,,8.4,,83.4,,9.59,,638
5/15/2016,13:45:00,,10.84,,7.42,,0.03,,6.3,,103.1,,8.4,,83.6,,9.56,,638
5/15/2016,14:00:00,,10.98,,7.43,,0.03,,5.1,,103.7,,8.4,,83.7,,9.58,,638
5/15/2016,14:15:00,,11.11,,7.43,,0.03,,5.1,,103.6,,8.4,,83.6,,9.54,,638
5/15/2016,14:30:00,,11.23,,7.43,,0.03,,6.1,,103.6,,8.4,,83.5,,9.52,,638
5/15/2016,14:45:00,,11.35,,7.43,,0.03,,5.1,,104.1,,8.4,,83.6,,9.54,,638
5/15/2016,15:00:00,,11.47,,7.43,,0.03,,4.5,,104,,8.4,,83.7,,9.5,,638
5/15/2016,15:15:00,,11.59,,7.42,,0.03,,4.6,,104,,8.4,,83.9,,9.47,,638
5/15/2016,15:30:00,,11.7,,7.43,,0.03,,5.1,,104.6,,8.4,,84.1,,9.51,,638
5/15/2016,15:45:00,,11.81,,7.43,,0.03,,5.1,,104.3,,8.4,,84,,9.46,,638
5/15/2016,16:00:00,,11.9,,7.43,,0.03,,5.3,,104.3,,8.4,,83.9,,9.44,,638
5/15/2016,16:15:00,,12,,7.43,,0.03,,4.6,,104.2,,8.4,,84.1,,9.41,,638
5/15/2016,16:30:00,,12.08,,7.43,,0.03,,5.6,,104.6,,8.5,,84.1,,9.42,,638
5/15/2016,16:45:00,,12.16,,7.43,,0.03,,4.3,,104.3,,8.5,,84.1,,9.38,,638
5/15/2016,17:00:00,,12.23,,7.43,,0.03,,6.2,,104.6,,8.5,,84.3,,9.39,,638
5/15/2016,17:15:00,,12.3,,7.43,,0.03,,4.6,,104.3,,8.5,,84.3,,9.35,,638
5/15/2016,17:30:00,,12.35,,7.43,,0.03,,4.9,,104.3,,8.5,,84.1,,9.34,,638
5/15/2016,17:45:00,,12.38,,7.43,,0.03,,4.7,,104.4,,8.5,,84.4,,9.34,,638
5/15/2016,18:00:00,,12.41,,7.43,,0.03,,4.4,,103.9,,8.5,,84.2,,9.29,,638
5/15/2016,18:15:00,,12.44,,7.42,,0.03,,5.1,,103.8,,8.5,,84.2,,9.27,,638
5/15/2016,18:30:00,,12.46,,7.42,,0.03,,4.9,,103.8,,8.5,,84.3,,9.27,,638
5/15/2016,18:45:00,,12.46,,7.42,,0.03,,4.2,,103.4,,8.5,,84.5,,9.24,,638
5/15/2016,19:00:00,,12.46,,7.42,,0.03,,5.2,,103.1,,8.5,,84.2,,9.21,,638
5/15/2016,19:15:00,,12.44,,7.42,,0.03,,5.8,,102.8,,8.5,,84.5,,9.18,,638
5/15/2016,19:30:00,,12.42,,7.42,,0.03,,5.1,,102.2,,8.6,,84.4,,9.14,,638
5/15/2016,19:45:00,,12.39,,7.41,,0.03,,5.2,,102.1,,8.5,,84.4,,9.13,,638
5/15/2016,20:00:00,,12.35,,7.42,,0.03,,6.1,,101.6,,8.6,,84.5,,9.1,,638
5/15/2016,20:15:00,,12.31,,7.4,,0.03,,5.2,,101.2,,8.5,,84.7,,9.07,,638
5/15/2016,20:30:00,,12.26,,7.41,,0.03,,4.4,,100.5,,8.6,,84.5,,9.02,,638
5/15/2016,20:45:00,,12.2,,7.41,,0.03,,3.9,,100.3,,8.6,,84.7,,9.01,,638
5/15/2016,21:00:00,,12.14,,7.4,,0.03,,5.5,,100,,8.5,,84.7,,9,,638
5/15/2016,21:15:00,,12.08,,7.4,,0.03,,4.6,,99.4,,8.6,,84.5,,8.95,,638
5/15/2016,21:30:00,,12.03,,7.39,,0.03,,4.7,,99.5,,8.6,,84.5,,8.98,,638
5/15/2016,21:45:00,,11.97,,7.39,,0.03,,4.7,,98.9,,8.6,,84.6,,8.93,,638
5/15/2016,22:00:00,,11.9,,7.39,,0.03,,4.7,,98.4,,8.5,,84.6,,8.9,,638
5/15/2016,22:15:00,,11.84,,7.39,,0.03,,5.5,,98.2,,8.5,,84.9,,8.9,,638
5/15/2016,22:30:00,,11.76,,7.39,,0.03,,5.1,,98,,8.5,,85,,8.89,,638
5/15/2016,22:45:00,,11.69,,7.37,,0.03,,5.9,,97.5,,8.5,,84.9,,8.86,,638
5/15/2016,23:00:00,,11.6,,7.37,,0.03,,5.2,,97.2,,8.5,,84.6,,8.85,,638
5/15/2016,23:15:00,,11.53,,7.37,,0.03,,6.5,,97.1,,8.5,,84.9,,8.86,,638
5/15/2016,23:30:00,,11.43,,7.37,,0.03,,9.6,,96.3,,8.5,,84.9,,8.8,,638
5/15/2016,23:45:00,,11.34,,7.37,,0.03,,4.5,,96.2,,8.5,,85,,8.81,,638
5/16/2016,0:00:00,,11.25,,7.37,,0.03,,6.1,,96.1,,8.5,,84.8,,8.83,,638
5/16/2016,0:15:00,,11.16,,7.36,,0.03,,6.1,,96.2,,8.5,,84.6,,8.85,,638
5/16/2016,0:30:00,,11.07,,7.36,,0.03,,5.9,,95.7,,8.5,,84.7,,8.83,,638
5/16/2016,0:45:00,,10.98,,7.36,,0.03,,5.8,,95.9,,8.5,,84.9,,8.87,,638
5/16/2016,1:00:00,,10.88,,7.36,,0.03,,5.2,,95.4,,8.5,,84.7,,8.84,,638
5/16/2016,1:15:00,,10.8,,7.36,,0.03,,6.2,,95.3,,8.5,,84.7,,8.85,,638
5/16/2016,1:30:00,,10.71,,7.36,,0.03,,5.7,,95.2,,8.5,,84.8,,8.85,,638
5/16/2016,1:45:00,,10.62,,7.36,,0.03,,5.7,,95,,8.5,,85,,8.86,,638
5/16/2016,2:00:00,,10.54,,7.36,,0.03,,6.2,,95,,8.5,,83.6,,8.87,,638
5/16/2016,2:15:00,,10.45,,7.36,,0.03,,4.8,,94.8,,8.5,,84.9,,8.87,,638
5/16/2016,2:30:00,,10.37,,7.36,,0.03,,5.9,,94.9,,8.5,,84.9,,8.89,,638
5/16/2016,2:45:00,,10.29,,7.36,,0.03,,6.4,,94.7,,8.5,,84.8,,8.89,,638
5/16/2016,3:00:00,,10.2,,7.36,,0.03,,5.9,,94.8,,8.5,,84.8,,8.92,,638
5/16/2016,3:15:00,,10.12,,7.37,,0.03,,5.5,,94.4,,8.5,,85,,8.9,,638
5/16/2016,3:30:00,,10.04,,7.36,,0.03,,5.9,,94.5,,8.5,,85,,8.93,,638
5/16/2016,3:45:00,,9.95,,7.35,,0.03,,5.9,,94.6,,8.5,,84.8,,8.96,,638
5/16/2016,4:00:00,,9.86,,7.37,,0.03,,7.4,,94.4,,8.4,,84.8,,8.96,,638
5/16/2016,4:15:00,,9.78,,7.36,,0.03,,7.2,,94.3,,8.4,,84.8,,8.97,,638
5/16/2016,4:30:00,,9.7,,7.36,,0.03,,5.7,,94.1,,8.4,,84.9,,8.96,,638
5/16/2016,4:45:00,,9.62,,7.36,,0.03,,6.8,,94.2,,8.4,,84.8,,8.99,,638
5/16/2016,5:00:00,,9.54,,7.35,,0.03,,5.9,,94.4,,8.4,,84.8,,9.03,,638
5/16/2016,5:15:00,,9.45,,7.36,,0.03,,5.7,,94.2,,8.4,,84.8,,9.03,,638
5/16/2016,5:30:00,,9.38,,7.36,,0.03,,6.2,,93.9,,8.4,,84.8,,9.02,,638
5/16/2016,5:45:00,,9.3,,7.36,,0.03,,6.4,,94.1,,8.4,,85.1,,9.05,,638
5/16/2016,6:00:00,,9.23,,7.36,,0.03,,5.8,,94.1,,8.4,,84.9,,9.06,,638
5/16/2016,6:15:00,,9.18,,7.36,,0.03,,5.7,,94.2,,8.4,,85.1,,9.08,,638
5/16/2016,6:30:00,,9.13,,7.36,,0.03,,5.7,,94,,8.4,,84.9,,9.08,,638
5/16/2016,6:45:00,,9.09,,7.36,,0.03,,5.1,,94.8,,8.4,,84.9,,9.16,,638
5/16/2016,7:00:00,,9.06,,7.37,,0.03,,7.4,,94.6,,8.4,,84.8,,9.15,,638
5/16/2016,7:15:00,,9.05,,7.36,,0.03,,5,,94.6,,8.4,,84.9,,9.16,,638
5/16/2016,7:30:00,,9.03,,7.37,,0.03,,5.1,,95.2,,8.4,,85.1,,9.21,,638
5/16/2016,7:45:00,,9.02,,7.37,,0.03,,6.2,,95.2,,8.4,,84.9,,9.22,,638
5/16/2016,8:00:00,,9.02,,7.38,,0.03,,5,,95.4,,8.4,,85.2,,9.24,,638
5/16/2016,8:15:00,,9.03,,7.38,,0.03,,5.5,,95.7,,8.4,,85.2,,9.27,,638
5/16/2016,8:30:00,,9.02,,7.38,,0.03,,5.9,,96.3,,8.4,,85.2,,9.32,,638
5/16/2016,8:45:00,,9.01,,7.38,,0.03,,5.1,,95.8,,8.4,,85.3,,9.28,,638
5/16/2016,9:00:00,,9.01,,7.38,,0.03,,4.7,,96.1,,8.4,,85,,9.31,,638
5/16/2016,9:15:00,,9.03,,7.39,,0.03,,5,,96.5,,8.4,,85.3,,9.35,,638
5/16/2016,9:30:00,,9.04,,7.38,,0.03,,6.3,,96.6,,8.4,,85,,9.35,,638
5/16/2016,9:45:00,,9.04,,7.38,,0.03,,5.3,,96.8,,8.4,,85.2,,9.37,,638
5/16/2016,10:00:00,,9.07,,7.39,,0.03,,5,,97,,8.4,,85.4,,9.38,,638
5/16/2016,10:15:00,,9.08,,7.39,,0.03,,4.6,,96.9,,8.4,,85.2,,9.37,,638
5/16/2016,10:30:00,,9.09,,7.39,,0.03,,5.3,,97.3,,8.4,,85.1,,9.41,,638
5/16/2016,10:45:00,,9.18,,7.39,,0.03,,5.2,,97.9,,8.4,,85.4,,9.44,,638
5/16/2016,11:00:00,,9.28,,7.4,,0.03,,4.9,,98.5,,8.4,,85.2,,9.48,,638
5/16/2016,11:15:00,,9.34,,7.4,,0.03,,14.1,,98.6,,8.4,,85.2,,9.47,,638
5/16/2016,11:30:00,,9.44,,7.4,,0.03,,6,,98.9,,8.4,,85.5,,9.48,,638
5/16/2016,11:45:00,,9.5,,7.41,,0.03,,4.9,,99.1,,8.4,,85.6,,9.48,,638
5/16/2016,12:00:00,,9.53,,7.41,,0.03,,4.9,,99.4,,8.4,,85.6,,9.51,,638
5/16/2016,12:15:00,,9.68,,7.41,,0.03,,4.7,,99.9,,8.4,,85.5,,9.52,,638
5/16/2016,12:30:00,,9.88,,7.42,,0.03,,4.6,,100.6,,8.4,,85.7,,9.54,,638
5/16/2016,12:45:00,,10.05,,7.42,,0.03,,4.8,,101.1,,8.4,,85.7,,9.55,,638
5/16/2016,13:00:00,,10.2,,7.43,,0.03,,5.6,,101.4,,8.4,,85.8,,9.55,,638
5/16/2016,13:15:00,,10.36,,7.43,,0.03,,5.1,,101.8,,8.4,,85.6,,9.55,,638
5/16/2016,13:30:00,,10.52,,7.43,,0.03,,4.6,,102.1,,8.4,,85.7,,9.54,,638
5/16/2016,13:45:00,,10.66,,7.44,,0.03,,5,,102.5,,8.4,,85.9,,9.54,,638
5/16/2016,14:00:00,,10.8,,7.43,,0.03,,5.5,,102.8,,8.4,,85.7,,9.54,,638
5/16/2016,14:15:00,,10.93,,7.43,,0.03,,5.5,,103.1,,8.5,,85.7,,9.54,,638
5/16/2016,14:30:00,,11.02,,7.44,,0.03,,7.6,,103.1,,8.5,,86.1,,9.52,,638
5/16/2016,14:45:00,,11.03,,7.44,,0.03,,5.3,,103.1,,8.5,,85.8,,9.52,,638
5/16/2016,15:00:00,,11.03,,7.44,,0.03,,5.2,,103,,8.4,,85.9,,9.51,,638
5/16/2016,15:15:00,,11.05,,7.43,,0.03,,5.1,,102.8,,8.5,,86.1,,9.49,,638
5/16/2016,15:30:00,,11.06,,7.43,,0.03,,4.9,,103.1,,8.5,,86,,9.51,,638
5/16/2016,15:45:00,,11.09,,7.44,,0.03,,4.3,,102.9,,8.5,,85.9,,9.48,,638
5/16/2016,16:00:00,,11.14,,7.44,,0.03,,4.5,,103.1,,8.5,,85.9,,9.49,,638
5/16/2016,16:15:00,,11.2,,7.44,,0.03,,5,,103.3,,8.5,,86.3,,9.5,,638
5/16/2016,16:30:00,,11.3,,7.43,,0.03,,4.3,,102.9,,8.5,,86.1,,9.44,,638
5/16/2016,16:45:00,,11.43,,7.44,,0.03,,4.7,,103.3,,8.5,,86.3,,9.44,,638
5/16/2016,17:00:00,,11.49,,7.44,,0.03,,4.8,,103.4,,8.5,,86.3,,9.44,,638
5/16/2016,17:15:00,,11.58,,7.44,,0.03,,4.7,,103.8,,8.5,,86.3,,9.47,,638
5/16/2016,17:30:00,,11.65,,7.44,,0.03,,4.3,,103.6,,8.5,,86.2,,9.42,,638
5/16/2016,17:45:00,,11.72,,7.45,,0.03,,5.4,,103.5,,8.5,,86.3,,9.41,,638
5/16/2016,18:00:00,,11.75,,7.44,,0.03,,5.1,,103.1,,8.5,,86.1,,9.36,,638
5/16/2016,18:15:00,,11.77,,7.44,,0.03,,5.2,,103.1,,8.5,,86.3,,9.36,,638
5/16/2016,18:30:00,,11.77,,7.44,,0.03,,5.2,,103.1,,8.5,,86.2,,9.36,,638
5/16/2016,18:45:00,,11.77,,7.44,,0.03,,5.2,,103.3,,8.5,,86.4,,9.37,,638
5/16/2016,19:00:00,,11.8,,7.44,,0.03,,4.6,,102.9,,8.5,,86.2,,9.33,,638
5/16/2016,19:15:00,,11.83,,7.44,,0.03,,5,,102.9,,8.5,,86.3,,9.32,,638
5/16/2016,19:30:00,,11.83,,7.44,,0.03,,5.2,,102.6,,8.5,,86.3,,9.3,,638
5/16/2016,19:45:00,,11.82,,7.44,,0.03,,4,,102.4,,8.5,,86.3,,9.28,,638
5/16/2016,20:00:00,,11.79,,7.43,,0.03,,4.6,,102.2,,8.5,,86.6,,9.27,,638
5/16/2016,20:15:00,,11.76,,7.43,,0.03,,6.7,,102,,8.5,,86.4,,9.26,,638
5/16/2016,20:30:00,,11.72,,7.42,,0.03,,5,,101.4,,8.5,,86.8,,9.21,,638
5/16/2016,20:45:00,,11.67,,7.42,,0.03,,5.4,,101.1,,8.5,,86.8,,9.19,,638
5/16/2016,21:00:00,,11.63,,7.42,,0.03,,5.1,,100.9,,8.5,,86.5,,9.19,,638
5/16/2016,21:15:00,,11.58,,7.42,,0.03,,5.5,,100.4,,8.5,,86.6,,9.15,,638
5/16/2016,21:30:00,,11.53,,7.41,,0.03,,4.8,,100,,8.5,,86.5,,9.12,,638
5/16/2016,21:45:00,,11.48,,7.41,,0.03,,4.3,,99.6,,8.5,,86.9,,9.1,,638
5/16/2016,22:00:00,,11.42,,7.41,,0.03,,4.5,,98.7,,8.5,,86.9,,9.03,,638
5/16/2016,22:15:00,,11.35,,7.4,,0.03,,4.7,,98.8,,8.5,,86.8,,9.05,,638
5/16/2016,22:30:00,,11.27,,7.39,,0.03,,6.4,,98.2,,8.4,,86.5,,9.01,,638
5/16/2016,22:45:00,,11.2,,7.4,,0.03,,4.8,,97.5,,8.5,,86.6,,8.97,,638
5/16/2016,23:00:00,,11.14,,7.39,,0.03,,7.5,,97.5,,8.5,,86.8,,8.98,,638
5/16/2016,23:15:00,,11.08,,7.39,,0.03,,5.1,,97,,8.5,,86.8,,8.94,,638
5/16/2016,23:30:00,,11.02,,7.39,,0.03,,6.4,,96.8,,8.5,,86.6,,8.94,,638
5/16/2016,23:45:00,,10.95,,7.39,,0.03,,5.4,,96.6,,8.5,,86.8,,8.93,,638
5/17/2016,0:00:00,,10.89,,7.38,,0.03,,4.5,,96.7,,8.5,,86.6,,8.95,,638
5/17/2016,0:15:00,,10.83,,7.38,,0.03,,5.4,,96.1,,8.5,,86.7,,8.92,,638
5/17/2016,0:30:00,,10.76,,7.37,,0.03,,5.3,,96.1,,8.5,,86.7,,8.93,,638
5/17/2016,0:45:00,,10.69,,7.38,,0.03,,6.3,,95.7,,8.5,,86.7,,8.9,,638
5/17/2016,1:00:00,,10.63,,7.37,,0.03,,6.2,,95.9,,8.5,,87,,8.94,,638
5/17/2016,1:15:00,,10.56,,7.37,,0.03,,5.1,,95.7,,8.5,,87,,8.93,,638
5/17/2016,1:30:00,,10.5,,7.37,,0.03,,5,,95.7,,8.5,,87,,8.94,,638
5/17/2016,1:45:00,,10.44,,7.37,,0.03,,5.5,,95.3,,8.5,,87.1,,8.91,,638
5/17/2016,2:00:00,,10.39,,7.37,,0.03,,5.6,,95.3,,8.5,,87,,8.93,,638
5/17/2016,2:15:00,,10.33,,7.37,,0.03,,6.4,,95.3,,8.5,,87.1,,8.94,,638
5/17/2016,2:30:00,,10.28,,7.37,,0.03,,5.6,,95.1,,8.5,,86.8,,8.94,,638
5/17/2016,2:45:00,,10.22,,7.37,,0.03,,5.9,,94.7,,8.4,,87,,8.91,,638
5/17/2016,3:00:00,,10.17,,7.37,,0.03,,5.8,,94.9,,8.4,,86.9,,8.94,,638
5/17/2016,3:15:00,,10.12,,7.36,,0.03,,5.4,,95.1,,8.4,,86.9,,8.97,,638
5/17/2016,3:30:00,,10.07,,7.36,,0.03,,6.4,,94.8,,8.4,,86.9,,8.95,,638
5/17/2016,3:45:00,,10.02,,7.36,,0.03,,6.2,,94.5,,8.4,,86.8,,8.94,,638
5/17/2016,4:00:00,,9.96,,7.36,,0.03,,5.7,,94.8,,8.4,,87.1,,8.98,,638
5/17/2016,4:15:00,,9.9,,7.36,,0.03,,7,,94.3,,8.4,,87.3,,8.94,,638
5/17/2016,4:30:00,,9.85,,7.36,,0.03,,5.4,,94.3,,8.4,,87,,8.95,,638
5/17/2016,4:45:00,,9.8,,7.36,,0.03,,5.1,,94.4,,8.4,,87.1,,8.98,,638
5/17/2016,5:00:00,,9.74,,7.36,,0.03,,6.6,,94.4,,8.4,,87.2,,8.98,,638
5/17/2016,5:15:00,,9.69,,7.36,,0.03,,5.6,,94.3,,8.4,,87.2,,8.98,,638
5/17/2016,5:30:00,,9.64,,7.35,,0.03,,5.9,,94.3,,8.4,,87,,9,,638
5/17/2016,5:45:00,,9.59,,7.36,,0.03,,6.1,,94.3,,8.4,,87.2,,9.01,,638
5/17/2016,6:00:00,,9.55,,7.35,,0.03,,5.5,,94.3,,8.4,,87.2,,9.02,,638
5/17/2016,6:15:00,,9.5,,7.36,,0.03,,5.9,,94.2,,8.4,,87.2,,9.02,,638
5/17/2016,6:30:00,,9.46,,7.36,,0.03,,5.2,,94.5,,8.4,,87.2,,9.05,,638
5/17/2016,6:45:00,,9.43,,7.36,,0.03,,5.9,,94.3,,8.4,,87.2,,9.04,,638
5/17/2016,7:00:00,,9.4,,7.36,,0.03,,4.9,,94.2,,8.4,,87.2,,9.04,,638
5/17/2016,7:15:00,,9.37,,7.36,,0.03,,5.6,,94.9,,8.4,,87,,9.12,,638
5/17/2016,7:30:00,,9.34,,7.37,,0.03,,6.3,,94.8,,8.4,,87.2,,9.11,,638
5/17/2016,7:45:00,,9.34,,7.37,,0.03,,5.7,,94.9,,8.4,,87,,9.12,,638
5/17/2016,8:00:00,,9.33,,7.37,,0.03,,6,,95.3,,8.4,,87.3,,9.16,,638
5/17/2016,8:15:00,,9.32,,7.37,,0.03,,5.6,,95.5,,8.4,,87.3,,9.18,,638
5/17/2016,8:30:00,,9.33,,7.37,,0.03,,5,,95.6,,8.4,,87.1,,9.18,,638
5/17/2016,8:45:00,,9.33,,7.38,,0.03,,6.7,,96.3,,8.4,,87.3,,9.25,,638
5/17/2016,9:00:00,,9.36,,7.38,,0.03,,5.5,,96.6,,8.4,,87.1,,9.27,,638
5/17/2016,9:15:00,,9.39,,7.38,,0.03,,5.2,,96.8,,8.4,,87.1,,9.29,,638
5/17/2016,9:30:00,,9.38,,7.39,,0.03,,4.8,,97.1,,8.4,,87.2,,9.32,,638
5/17/2016,9:45:00,,9.41,,7.39,,0.03,,5.6,,97,,8.4,,87.2,,9.31,,638
5/17/2016,10:00:00,,9.45,,7.4,,0.03,,4.8,,97.4,,8.4,,87.4,,9.34,,638
5/17/2016,10:15:00,,9.49,,7.4,,0.03,,5.6,,98,,8.4,,87.1,,9.38,,638
5/17/2016,10:30:00,,9.53,,7.4,,0.03,,5.7,,98.1,,8.4,,87.5,,9.38,,638
5/17/2016,10:45:00,,9.57,,7.41,,0.03,,5.4,,98.7,,8.4,,87.2,,9.43,,638
5/17/2016,11:00:00,,9.62,,7.41,,0.03,,5.2,,98.7,,8.4,,87.3,,9.42,,638
5/17/2016,11:15:00,,9.7,,7.41,,0.03,,4.5,,99.3,,8.4,,87.5,,9.46,,638
5/17/2016,11:30:00,,9.78,,7.41,,0.03,,4.6,,99.3,,8.4,,87.3,,9.44,,638
5/17/2016,11:45:00,,9.88,,7.42,,0.03,,5,,100,,8.4,,87.3,,9.48,,638
5/17/2016,12:00:00,,9.96,,7.43,,0.03,,5.5,,100.3,,8.4,,87.3,,9.5,,638
5/17/2016,12:15:00,,10.05,,7.43,,0.03,,3.9,,100.3,,8.4,,87.6,,9.47,,638
5/17/2016,12:30:00,,10.1,,7.43,,0.03,,4.5,,100.7,,8.4,,87.3,,9.5,,638
5/17/2016,12:45:00,,10.14,,7.43,,0.03,,4.5,,100.9,,8.4,,87.3,,9.51,,638
5/17/2016,13:00:00,,10.21,,7.43,,0.03,,5,,101,,8.4,,87.5,,9.51,,638
5/17/2016,13:15:00,,10.32,,7.43,,0.03,,4.3,,101.1,,8.4,,87.6,,9.49,,638
5/17/2016,13:30:00,,10.38,,7.43,,0.03,,4.3,,101.5,,8.4,,87.5,,9.52,,638
5/17/2016,13:45:00,,10.47,,7.44,,0.03,,4.7,,101.8,,8.4,,87.4,,9.53,,638
5/17/2016,14:00:00,,10.55,,7.44,,0.03,,4.9,,102.1,,8.4,,87.6,,9.53,,638
5/17/2016,14:15:00,,10.67,,7.44,,0.03,,6,,102.2,,8.4,,87.4,,9.51,,638
5/17/2016,14:30:00,,10.81,,7.45,,0.03,,5.1,,102.4,,8.5,,87.4,,9.5,,638
5/17/2016,14:45:00,,10.93,,7.44,,0.03,,5.5,,102.8,,8.4,,87.6,,9.51,,638
5/17/2016,15:00:00,,11.07,,7.44,,0.03,,4.8,,103.4,,8.4,,87.8,,9.53,,638
5/17/2016,15:15:00,,11.09,,7.45,,0.03,,5.1,,102.9,,8.5,,87.5,,9.49,,638
5/17/2016,15:30:00,,11.11,,7.44,,0.03,,4.8,,102.9,,8.5,,87.5,,9.48,,638
5/17/2016,15:45:00,,11.16,,7.44,,0.03,,4.3,,102.6,,8.5,,87.6,,9.45,,638
