,HYDROLAB MS5 64824,,,,,,,,,,,,,,,,,
,Log File Name : Ptarmigan_062316_071616,,,,,,,,,,,,,,,,,
,Setup Date (MMDDYY) : 062316,,,,,,,,,,,,,,,,,
,Setup Time (HHMMSS) : 081045,,,,,,,,,,,,,,,,,
,Starting Date (MMDDYY) : 062316,,,,,,,,,,,,,,,,,
,Starting Time (HHMMSS) : 083000,,,,,,,,,,,,,,,,,
,Stopping Date (MMDDYY) : 071616,,,,,,,,,,,,,,,,,
,Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,
,Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,
,Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
,Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO,,IBatt,,SpCond,,BP
,MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,mg/l,,Volts,,æS/cm,,mmHg
,,,,,,,,,,,,,,,,,,
7/4/2016 14:00,7/4/2016,14:00:00,,12.6,,7.81,,0.05,,1,,10.2,,11.2,,117.4,,637
7/4/2016 14:15,7/4/2016,14:15:00,,12.6,,7.81,,0.05,,1.2,,10.16,,11.2,,117.3,,637
7/4/2016 14:30,7/4/2016,14:30:00,,12.58,,7.81,,0.05,,1,,10.19,,11.8,,117.5,,637
7/4/2016 14:45,7/4/2016,14:45:00,,12.52,,7.81,,0.05,,1,,10.19,,11.4,,117.2,,637
7/4/2016 15:00,7/4/2016,15:00:00,,12.46,,7.8,,0.05,,1.4,,10.21,,11.7,,117.4,,637
7/4/2016 15:15,7/4/2016,15:15:00,,12.39,,7.81,,0.05,,1.2,,10.23,,10.8,,117,,637
7/4/2016 15:30,7/4/2016,15:30:00,,12.32,,7.82,,0.05,,1.2,,10.24,,10.7,,117.2,,637
7/4/2016 15:45,7/4/2016,15:45:00,,12.22,,7.81,,0.05,,1.7,,10.23,,10.8,,116.9,,637
7/4/2016 16:00,7/4/2016,16:00:00,,12.11,,7.81,,0.05,,1.4,,10.32,,11.1,,116.8,,637
7/4/2016 16:15,7/4/2016,16:15:00,,12,,7.8,,0.05,,1.3,,10.29,,11,,116.8,,637
7/4/2016 16:30,7/4/2016,16:30:00,,11.87,,7.8,,0.05,,1.7,,10.31,,11,,117,,637
7/4/2016 16:45,7/4/2016,16:45:00,,11.74,,7.79,,0.05,,1.7,,10.4,,11.1,,116.6,,637
7/4/2016 17:00,7/4/2016,17:00:00,,11.66,,7.8,,0.05,,2,,10.41,,11.3,,116.6,,637
7/4/2016 17:15,7/4/2016,17:15:00,,11.58,,7.8,,0.05,,2,,10.41,,11.1,,116.5,,637
7/4/2016 17:30,7/4/2016,17:30:00,,11.46,,7.8,,0.05,,2.2,,10.42,,11.4,,116.8,,637
7/4/2016 17:45,7/4/2016,17:45:00,,11.33,,7.81,,0.05,,2.6,,10.53,,11.1,,116.6,,637
7/4/2016 18:00,7/4/2016,18:00:00,,11.2,,7.8,,0.05,,2.4,,10.55,,11.1,,116.6,,637
7/4/2016 18:15,7/4/2016,18:15:00,,11.12,,7.79,,0.05,,2.5,,10.54,,11.2,,116.3,,637
7/4/2016 18:30,7/4/2016,18:30:00,,11.04,,7.79,,0.05,,2.4,,10.55,,10.8,,116.1,,637
7/4/2016 18:45,7/4/2016,18:45:00,,10.99,,7.79,,0.05,,2,,10.53,,11.2,,116.6,,637
7/4/2016 19:00,7/4/2016,19:00:00,,10.92,,7.8,,0.05,,2.5,,10.58,,11.1,,116.3,,637
7/4/2016 19:15,7/4/2016,19:15:00,,10.83,,7.81,,0.05,,2.8,,10.57,,10.7,,116,,637
7/4/2016 19:30,7/4/2016,19:30:00,,10.73,,7.78,,0.05,,2.3,,10.61,,11.1,,115.8,,637
7/4/2016 19:45,7/4/2016,19:45:00,,10.64,,7.79,,0.05,,2.4,,10.58,,11.4,,115.8,,637
7/4/2016 20:00,7/4/2016,20:00:00,,10.52,,7.79,,0.05,,2.9,,10.67,,11.3,,116.3,,637
7/4/2016 20:15,7/4/2016,20:15:00,,10.42,,7.78,,0.05,,2.6,,10.65,,11.1,,116.1,,637
7/4/2016 20:30,7/4/2016,20:30:00,,10.36,,7.78,,0.05,,2.3,,10.71,,10.8,,115.8,,637
7/4/2016 20:45,7/4/2016,20:45:00,,10.31,,7.77,,0.05,,2.8,,10.67,,11,,116,,637
7/4/2016 21:00,7/4/2016,21:00:00,,10.25,,7.76,,0.05,,2.5,,10.69,,11.1,,115.7,,637
7/4/2016 21:15,7/4/2016,21:15:00,,10.19,,7.76,,0.05,,3.1,,10.73,,11.1,,116,,637
7/4/2016 21:30,7/4/2016,21:30:00,,10.13,,7.77,,0.05,,2.7,,10.74,,11,,116,,637
7/4/2016 21:45,7/4/2016,21:45:00,,10.09,,7.75,,0.05,,2.8,,10.75,,10.6,,115.6,,637
7/4/2016 22:00,7/4/2016,22:00:00,,10.04,,7.76,,0.05,,3.1,,10.7,,11.2,,115.6,,637
7/4/2016 22:15,7/4/2016,22:15:00,,9.98,,7.74,,0.05,,3.1,,10.74,,10.9,,115.6,,637
7/4/2016 22:30,7/4/2016,22:30:00,,9.91,,7.74,,0.05,,3.6,,10.74,,10.6,,115.5,,637
7/4/2016 22:45,7/4/2016,22:45:00,,9.84,,7.72,,0.05,,2.8,,10.74,,11.4,,115.6,,637
7/4/2016 23:00,7/4/2016,23:00:00,,9.8,,7.73,,0.05,,3.1,,10.8,,10.8,,115.8,,637
7/4/2016 23:15,7/4/2016,23:15:00,,9.76,,7.73,,0.05,,3.1,,10.76,,11.1,,115.9,,637
7/4/2016 23:30,7/4/2016,23:30:00,,9.74,,7.72,,0.05,,2.8,,10.8,,10.8,,115.6,,637
7/4/2016 23:45,7/4/2016,23:45:00,,9.74,,7.72,,0.05,,3.1,,10.77,,10.8,,115.9,,637
7/5/2016 0:00,7/5/2016,0:00:00,,9.81,,7.72,,0.05,,3.4,,10.76,,10.8,,115.4,,637
7/5/2016 0:15,7/5/2016,0:15:00,,10.07,,7.71,,0.05,,2.8,,10.69,,10.5,,115.9,,637
7/5/2016 0:30,7/5/2016,0:30:00,,10.45,,7.71,,0.05,,2.4,,10.57,,10.6,,115.8,,637
7/5/2016 0:45,7/5/2016,0:45:00,,10.76,,7.71,,0.05,,2.4,,10.51,,11.1,,116.3,,637
7/5/2016 1:00,7/5/2016,1:00:00,,11.07,,7.71,,0.05,,2.3,,10.46,,11.2,,116.6,,637
7/5/2016 1:15,7/5/2016,1:15:00,,11.38,,7.71,,0.05,,2.2,,10.33,,10.6,,116.7,,637
7/5/2016 1:30,7/5/2016,1:30:00,,11.59,,7.72,,0.05,,1.6,,10.29,,11.3,,116.9,,637
7/5/2016 1:45,7/5/2016,1:45:00,,11.78,,7.72,,0.05,,1.6,,10.25,,11,,116.9,,637
7/5/2016 2:00,7/5/2016,2:00:00,,11.96,,7.72,,0.05,,999999,#,10.66,,10.8,,117.1,,637
7/5/2016 2:15,7/5/2016,2:15:00,,12.1,,7.72,,0.05,,1.5,,10.25,,11,,117.1,,637
7/5/2016 2:30,7/5/2016,2:30:00,,12.19,,7.71,,0.05,,1.7,,10.17,,11,,116.8,,637
7/5/2016 2:45,7/5/2016,2:45:00,,12.24,,7.71,,0.05,,0.8,,10.14,,10.5,,117.1,,637
7/5/2016 3:00,7/5/2016,3:00:00,,12.24,,7.7,,0.05,,1.3,,10.15,,11.2,,116.7,,637
7/5/2016 3:15,7/5/2016,3:15:00,,12.24,,7.7,,0.05,,1,,10.17,,10.8,,116.8,,637
7/5/2016 3:30,7/5/2016,3:30:00,,12.22,,7.7,,0.05,,1.8,,10.13,,11.6,,117,,637
7/5/2016 3:45,7/5/2016,3:45:00,,12.19,,7.69,,0.05,,1,,10.2,,11.4,,117,,637
7/5/2016 4:00,7/5/2016,4:00:00,,12.15,,7.72,,0.05,,1.3,,10.18,,11.4,,116.6,,637
7/5/2016 4:15,7/5/2016,4:15:00,,12.12,,7.7,,0.05,,1.7,,10.21,,10.8,,116.6,,637
7/5/2016 4:30,7/5/2016,4:30:00,,12.12,,7.7,,0.05,,1.7,,10.17,,11.1,,116.8,,637
7/5/2016 4:45,7/5/2016,4:45:00,,12.14,,7.7,,0.05,,1.5,,10.17,,10.8,,116.9,,637
7/5/2016 5:00,7/5/2016,5:00:00,,12.17,,7.69,,0.05,,1.5,,10.19,,10.4,,116.6,,637
7/5/2016 5:15,7/5/2016,5:15:00,,12.21,,7.69,,0.05,,1.5,,10.18,,11.2,,116.7,,637
7/5/2016 5:30,7/5/2016,5:30:00,,12.21,,7.7,,0.05,,1.5,,10.2,,11.3,,116.5,,637
7/5/2016 5:45,7/5/2016,5:45:00,,12.2,,7.7,,0.05,,5.1,,10.19,,11.1,,116.6,,637
7/5/2016 6:00,7/5/2016,6:00:00,,12.16,,7.71,,0.05,,1.5,,10.18,,11.4,,116.6,,637
7/5/2016 6:15,7/5/2016,6:15:00,,12.13,,7.71,,0.05,,1.2,,10.29,,11.1,,114.7,,637
7/5/2016 6:30,7/5/2016,6:30:00,,12.09,,7.7,,0.05,,1.2,,10.24,,11.1,,116.9,,637
7/5/2016 6:45,7/5/2016,6:45:00,,12.05,,7.72,,0.05,,1.4,,10.24,,10.8,,116.6,,637
7/5/2016 7:00,7/5/2016,7:00:00,,12.02,,7.73,,0.05,,1.5,,10.24,,10.9,,117,,637
7/5/2016 7:15,7/5/2016,7:15:00,,11.99,,7.74,,0.05,,1.3,,10.26,,11.1,,116.8,,637
7/5/2016 7:30,7/5/2016,7:30:00,,11.96,,7.72,,0.05,,1.7,,10.27,,11.4,,116.8,,637
7/5/2016 7:45,7/5/2016,7:45:00,,11.93,,7.73,,0.05,,1.5,,10.3,,10.8,,116.8,,637
7/5/2016 8:00,7/5/2016,8:00:00,,11.92,,7.73,,0.05,,1.5,,10.29,,10.8,,116.4,,637
7/5/2016 8:15,7/5/2016,8:15:00,,11.9,,7.75,,0.05,,2,,10.29,,11.1,,116.8,,637
7/5/2016 8:30,7/5/2016,8:30:00,,11.89,,7.74,,0.05,,1.4,,10.3,,10.4,,116.4,,637
7/5/2016 8:45,7/5/2016,8:45:00,,11.91,,7.77,,0.05,,1.4,,10.3,,10.7,,116.4,,637
7/5/2016 9:00,7/5/2016,9:00:00,,11.94,,7.75,,0.05,,1.7,,10.26,,10.6,,116.4,,637
7/5/2016 9:15,7/5/2016,9:15:00,,11.98,,7.75,,0.05,,1.9,,10.25,,11.2,,116.5,,637
7/5/2016 9:30,7/5/2016,9:30:00,,11.99,,7.77,,0.05,,1.5,,10.26,,10.6,,116.5,,637
7/5/2016 9:45,7/5/2016,9:45:00,,11.98,,7.76,,0.05,,1.2,,10.31,,11.1,,116.4,,637
7/5/2016 10:00,7/5/2016,10:00:00,,11.96,,7.77,,0.05,,1.3,,10.27,,11.7,,116.4,,637
7/5/2016 10:15,7/5/2016,10:15:00,,11.95,,7.77,,0.05,,1.5,,10.34,,11,,116.7,,637
7/5/2016 10:30,7/5/2016,10:30:00,,11.95,,7.78,,0.05,,1.5,,10.31,,11.3,,116.8,,637
7/5/2016 10:45,7/5/2016,10:45:00,,11.94,,7.78,,0.05,,1.3,,10.29,,11.5,,116.4,,637
7/5/2016 11:00,7/5/2016,11:00:00,,11.95,,7.77,,0.05,,1.2,,10.24,,11.2,,116.4,,637
7/5/2016 11:15,7/5/2016,11:15:00,,11.97,,7.78,,0.05,,1.4,,10.29,,11.3,,116.3,,637
7/5/2016 11:30,7/5/2016,11:30:00,,11.99,,7.78,,0.05,,1.1,,10.33,,11.2,,116.7,,637
7/5/2016 11:45,7/5/2016,11:45:00,,12,,7.79,,0.05,,1.6,,10.33,,10.7,,116.7,,637
7/5/2016 12:00,7/5/2016,12:00:00,,12.01,,7.79,,0.05,,1.2,,10.31,,10.7,,116.8,,637
7/5/2016 12:15,7/5/2016,12:15:00,,11.99,,7.8,,0.05,,1.1,,10.27,,10.6,,116.8,,637
7/5/2016 12:30,7/5/2016,12:30:00,,11.97,,7.79,,0.05,,1.5,,10.35,,11.2,,116.4,,637
7/5/2016 12:45,7/5/2016,12:45:00,,11.94,,7.8,,0.05,,1.6,,10.3,,11.6,,116.6,,637
7/5/2016 13:00,7/5/2016,13:00:00,,11.93,,7.8,,0.05,,1.2,,10.34,,11.2,,116.6,,637
7/5/2016 13:15,7/5/2016,13:15:00,,11.91,,7.79,,0.05,,1.4,,10.37,,11.4,,116.3,,637
7/5/2016 13:30,7/5/2016,13:30:00,,11.88,,7.79,,0.05,,1.4,,10.33,,10.8,,116.5,,637
7/5/2016 13:45,7/5/2016,13:45:00,,11.86,,7.81,,0.05,,1.3,,10.36,,11.1,,116.1,,637
7/5/2016 14:00,7/5/2016,14:00:00,,11.85,,7.79,,0.05,,1.4,,10.39,,11,,116.1,,637
7/5/2016 14:15,7/5/2016,14:15:00,,11.83,,7.8,,0.05,,1.3,,10.35,,11.4,,116.4,,637
7/5/2016 14:30,7/5/2016,14:30:00,,11.77,,7.81,,0.05,,1.4,,10.37,,11.4,,116.4,,637
7/5/2016 14:45,7/5/2016,14:45:00,,11.69,,7.8,,0.05,,1.4,,10.38,,10.9,,116,,637
7/5/2016 15:00,7/5/2016,15:00:00,,11.64,,7.8,,0.05,,1.4,,10.41,,11.4,,116,,637
7/5/2016 15:15,7/5/2016,15:15:00,,11.59,,7.8,,0.05,,1.3,,10.39,,11.1,,116.2,,637
7/5/2016 15:30,7/5/2016,15:30:00,,11.53,,7.8,,0.05,,1.9,,10.46,,10.8,,116.3,,637
7/5/2016 15:45,7/5/2016,15:45:00,,11.45,,7.8,,0.05,,1.4,,10.45,,10.9,,116.2,,637
7/5/2016 16:00,7/5/2016,16:00:00,,,,,,,,,,,,,,,,
7/5/2016 16:15,7/5/2016,16:15:00,,,,,,,,,,,,,,,,
7/5/2016 16:30,7/5/2016,16:30:00,,,,,,,,,,,,,,,,
7/5/2016 16:45,7/5/2016,16:45:00,,,,,,,,,,,,,,,,
7/5/2016 17:00,7/5/2016,17:00:00,,,,,,,,,,,,,,,,
7/5/2016 17:15,7/5/2016,17:15:00,,,,,,,,,,,,,,,,
7/5/2016 17:30,7/5/2016,17:30:00,,,,,,,,,,,,,,,,
7/5/2016 17:45,7/5/2016,17:45:00,,,,,,,,,,,,,,,,
7/5/2016 18:00,7/5/2016,18:00:00,,,,,,,,,,,,,,,,
7/5/2016 18:15,7/5/2016,18:15:00,,,,,,,,,,,,,,,,
7/5/2016 18:30,7/5/2016,18:30:00,,,,,,,,,,,,,,,,
7/5/2016 18:45,7/5/2016,18:45:00,,,,,,,,,,,,,,,,
7/5/2016 19:00,7/5/2016,19:00:00,,,,,,,,,,,,,,,,
7/5/2016 19:15,7/5/2016,19:15:00,,,,,,,,,,,,,,,,
7/5/2016 19:30,7/5/2016,19:30:00,,,,,,,,,,,,,,,,
7/5/2016 19:45,7/5/2016,19:45:00,,,,,,,,,,,,,,,,
7/5/2016 20:00,7/5/2016,20:00:00,,,,,,,,,,,,,,,,
7/5/2016 20:15,7/5/2016,20:15:00,,10.16,,7.76,,0.05,,2.1,,10.72,,11.4,,115.7,,637
7/5/2016 20:30,7/5/2016,20:30:00,,10.05,,7.77,,0.05,,2.3,,10.75,,10.2,,115.7,,637
7/5/2016 20:45,7/5/2016,20:45:00,,9.95,,7.76,,0.05,,2.7,,10.78,,10.5,,115.7,,637
7/5/2016 21:00,7/5/2016,21:00:00,,9.86,,7.76,,0.05,,2.7,,10.82,,11.4,,116,,637
7/5/2016 21:15,7/5/2016,21:15:00,,9.79,,7.75,,0.05,,3.2,,10.85,,11,,116.1,,637
7/5/2016 21:30,7/5/2016,21:30:00,,9.73,,7.75,,0.05,,2.7,,10.78,,10.6,,116,,637
7/5/2016 21:45,7/5/2016,21:45:00,,9.68,,7.74,,0.05,,2.4,,10.8,,11.1,,115.9,,637
7/5/2016 22:00,7/5/2016,22:00:00,,9.62,,7.74,,0.05,,2.3,,10.8,,10.8,,115.8,,637
7/5/2016 22:15,7/5/2016,22:15:00,,9.55,,7.74,,0.05,,2.5,,10.85,,11.1,,115.6,,637
7/5/2016 22:30,7/5/2016,22:30:00,,9.52,,7.75,,0.05,,2.7,,10.87,,11,,115.4,,637
7/5/2016 22:45,7/5/2016,22:45:00,,9.48,,7.73,,0.05,,999999,#,0,,10.8,,119,,637
7/5/2016 23:00,7/5/2016,23:00:00,,9.46,,7.72,,0.05,,3.1,,10.89,,11.4,,115.8,,637
7/5/2016 23:15,7/5/2016,23:15:00,,9.43,,7.72,,0.05,,2.6,,10.86,,11.2,,115.9,,637
7/5/2016 23:30,7/5/2016,23:30:00,,9.39,,7.71,,0.05,,3.3,,10.89,,11,,115.5,,637
7/5/2016 23:45,7/5/2016,23:45:00,,9.34,,7.72,,0.05,,3.3,,10.91,,11,,116,,637
7/6/2016 0:00,7/6/2016,0:00:00,,9.29,,7.72,,0.05,,2.8,,10.89,,11.1,,115.9,,637
7/6/2016 0:15,7/6/2016,0:15:00,,9.24,,7.7,,0.05,,2.9,,10.88,,11.1,,116,,637
7/6/2016 0:30,7/6/2016,0:30:00,,9.2,,7.7,,0.05,,3.6,,10.92,,11.2,,115.6,,637
7/6/2016 0:45,7/6/2016,0:45:00,,9.16,,7.7,,0.05,,3.7,,10.94,,11.4,,115.7,,637
7/6/2016 1:00,7/6/2016,1:00:00,,9.12,,7.7,,0.05,,3.9,,10.95,,11.4,,116.1,,637
7/6/2016 1:15,7/6/2016,1:15:00,,9.08,,7.69,,0.05,,4.2,,10.97,,11.3,,116,,637
7/6/2016 1:30,7/6/2016,1:30:00,,9.06,,7.7,,0.05,,4.5,,10.98,,11.4,,115.8,,637
7/6/2016 1:45,7/6/2016,1:45:00,,9.05,,7.71,,0.05,,4.9,,10.97,,11.4,,116.2,,637
7/6/2016 2:00,7/6/2016,2:00:00,,9.02,,7.69,,0.05,,3.8,,10.99,,11.4,,116.4,,637
7/6/2016 2:15,7/6/2016,2:15:00,,8.98,,7.69,,0.05,,3.9,,10.99,,11.4,,116,,637
7/6/2016 2:30,7/6/2016,2:30:00,,8.93,,7.68,,0.05,,4.1,,10.98,,11.4,,116,,637
7/6/2016 2:45,7/6/2016,2:45:00,,8.88,,7.68,,0.05,,4.2,,11.03,,11.4,,116.1,,637
7/6/2016 3:00,7/6/2016,3:00:00,,8.85,,7.67,,0.05,,4,,11.02,,11.4,,116.2,,637
7/6/2016 3:15,7/6/2016,3:15:00,,8.86,,7.67,,0.05,,4.2,,10.99,,11.4,,116.4,,637
7/6/2016 3:30,7/6/2016,3:30:00,,8.9,,7.67,,0.05,,3.5,,11,,11.4,,116,,637
7/6/2016 3:45,7/6/2016,3:45:00,,8.95,,7.66,,0.05,,4.5,,10.98,,11.4,,116.4,,637
7/6/2016 4:00,7/6/2016,4:00:00,,8.99,,7.68,,0.05,,4.3,,10.99,,11.4,,116.4,,637
7/6/2016 4:15,7/6/2016,4:15:00,,9.02,,7.66,,0.05,,3.9,,10.99,,11.4,,116.2,,637
7/6/2016 4:30,7/6/2016,4:30:00,,9.03,,7.67,,0.05,,4.2,,10.95,,11.4,,116.2,,637
7/6/2016 4:45,7/6/2016,4:45:00,,9.04,,7.67,,0.05,,3.9,,10.96,,11.4,,115.7,,637
7/6/2016 5:00,7/6/2016,5:00:00,,9.04,,7.68,,0.05,,3.6,,10.96,,11.4,,115.7,,637
7/6/2016 5:15,7/6/2016,5:15:00,,9.04,,7.66,,0.05,,3.5,,10.98,,11.4,,115.7,,637
7/6/2016 5:30,7/6/2016,5:30:00,,9.04,,7.67,,0.05,,3.3,,10.95,,11.5,,116,,637
7/6/2016 5:45,7/6/2016,5:45:00,,9.05,,7.67,,0.05,,3.9,,10.97,,11.5,,115.8,,637
7/6/2016 6:00,7/6/2016,6:00:00,,9.09,,7.66,,0.05,,3.4,,10.92,,11.5,,115.6,,637
7/6/2016 6:15,7/6/2016,6:15:00,,9.13,,7.68,,0.05,,3.5,,10.94,,11.5,,115.9,,637
7/6/2016 6:30,7/6/2016,6:30:00,,9.18,,7.7,,0.05,,3.4,,10.96,,11.5,,115.5,,637
7/6/2016 6:45,7/6/2016,6:45:00,,9.23,,7.71,,0.05,,3.4,,10.95,,11.4,,115.4,,637
7/6/2016 7:00,7/6/2016,7:00:00,,9.29,,7.7,,0.05,,2.9,,10.94,,11.4,,115.4,,637
7/6/2016 7:15,7/6/2016,7:15:00,,9.35,,7.71,,0.05,,3.1,,10.92,,11.4,,115.7,,637
7/6/2016 7:30,7/6/2016,7:30:00,,9.42,,7.72,,0.05,,2.6,,10.89,,11.4,,115.2,,637
7/6/2016 7:45,7/6/2016,7:45:00,,9.49,,7.72,,0.05,,3,,10.91,,11.4,,115.6,,637
7/6/2016 8:00,7/6/2016,8:00:00,,9.59,,7.74,,0.05,,2.4,,10.88,,11.5,,115.2,,637
7/6/2016 8:15,7/6/2016,8:15:00,,9.7,,7.75,,0.05,,2.4,,10.84,,11.4,,115.6,,637
7/6/2016 8:30,7/6/2016,8:30:00,,9.8,,7.74,,0.05,,2.6,,10.85,,11.4,,115.3,,637
7/6/2016 8:45,7/6/2016,8:45:00,,9.88,,7.76,,0.05,,2.5,,10.83,,11.4,,115.5,,637
7/6/2016 9:00,7/6/2016,9:00:00,,9.92,,7.76,,0.05,,2.9,,10.81,,11.4,,115.6,,637
7/6/2016 9:15,7/6/2016,9:15:00,,9.92,,7.78,,0.05,,2.2,,10.78,,11.4,,115.2,,637
7/6/2016 9:30,7/6/2016,9:30:00,,9.94,,7.76,,0.05,,2.4,,10.79,,11.4,,115.5,,637
7/6/2016 9:45,7/6/2016,9:45:00,,9.96,,7.75,,0.05,,2.6,,10.78,,11.4,,115.1,,637
7/6/2016 10:00,7/6/2016,10:00:00,,9.96,,7.76,,0.05,,2.5,,10.8,,11.4,,115.5,,637
7/6/2016 10:15,7/6/2016,10:15:00,,9.98,,7.75,,0.05,,2.5,,10.77,,11.4,,115.3,,637
7/6/2016 10:30,7/6/2016,10:30:00,,10.01,,7.77,,0.05,,2.3,,10.79,,11.4,,115.4,,637
7/6/2016 10:45,7/6/2016,10:45:00,,10.05,,7.76,,0.05,,2.4,,10.76,,11.4,,115.1,,637
7/6/2016 11:00,7/6/2016,11:00:00,,10.1,,7.77,,0.05,,1.9,,10.74,,11.4,,115.2,,637
7/6/2016 11:15,7/6/2016,11:15:00,,10.15,,7.76,,0.05,,2.7,,10.75,,11.4,,115,,637
7/6/2016 11:30,7/6/2016,11:30:00,,10.16,,7.78,,0.05,,2.4,,10.72,,11.4,,115.1,,637
7/6/2016 11:45,7/6/2016,11:45:00,,10.16,,7.78,,0.05,,2.2,,10.75,,11.4,,115.2,,637
7/6/2016 12:00,7/6/2016,12:00:00,,10.16,,7.77,,0.05,,2.4,,10.74,,11.4,,115,,637
7/6/2016 12:15,7/6/2016,12:15:00,,10.17,,7.77,,0.05,,2.5,,10.74,,11.4,,115.5,,637
7/6/2016 12:30,7/6/2016,12:30:00,,10.2,,7.78,,0.05,,2.4,,10.68,,11.4,,115.4,,637
7/6/2016 12:45,7/6/2016,12:45:00,,10.23,,7.78,,0.05,,2.1,,10.73,,11.5,,115,,637
7/6/2016 13:00,7/6/2016,13:00:00,,10.25,,7.79,,0.05,,2,,10.73,,11.4,,115,,637
7/6/2016 13:15,7/6/2016,13:15:00,,10.27,,7.81,,0.05,,2.5,,10.71,,11.4,,115.1,,637
7/6/2016 13:30,7/6/2016,13:30:00,,10.28,,7.8,,0.05,,2.9,,10.71,,11.4,,115,,637
7/6/2016 13:45,7/6/2016,13:45:00,,10.3,,7.79,,0.05,,2.4,,10.72,,11.4,,114.9,,637
7/6/2016 14:00,7/6/2016,14:00:00,,10.32,,7.8,,0.05,,2.3,,10.72,,11.4,,115.3,,637
7/6/2016 14:15,7/6/2016,14:15:00,,10.32,,7.79,,0.05,,2.3,,10.68,,11.4,,115.2,,637
7/6/2016 14:30,7/6/2016,14:30:00,,10.33,,7.8,,0.05,,2.2,,10.66,,11.4,,115.2,,637
7/6/2016 14:45,7/6/2016,14:45:00,,10.33,,7.79,,0.05,,2.5,,10.67,,11.4,,114.9,,637
7/6/2016 15:00,7/6/2016,15:00:00,,10.31,,7.79,,0.05,,2.3,,10.69,,11.4,,114.9,,637
7/6/2016 15:15,7/6/2016,15:15:00,,10.26,,7.79,,0.05,,2.2,,10.67,,11.4,,114.7,,637
7/6/2016 15:30,7/6/2016,15:30:00,,10.23,,7.79,,0.05,,2.2,,10.71,,11.4,,114.9,,637
7/6/2016 15:45,7/6/2016,15:45:00,,10.23,,7.77,,0.05,,2.6,,10.7,,11.4,,114.7,,637
7/6/2016 16:00,7/6/2016,16:00:00,,10.23,,7.78,,0.05,,2.5,,10.74,,11.4,,115.1,,637
7/6/2016 16:15,7/6/2016,16:15:00,,10.24,,7.78,,0.05,,2.1,,10.72,,11.4,,114.7,,637
7/6/2016 16:30,7/6/2016,16:30:00,,10.25,,7.79,,0.05,,2.4,,10.73,,11.4,,114.7,,637
7/6/2016 16:45,7/6/2016,16:45:00,,10.25,,7.79,,0.05,,2.4,,10.71,,11.4,,115,,637
7/6/2016 17:00,7/6/2016,17:00:00,,10.23,,7.78,,0.05,,2.6,,10.73,,11.4,,115,,637
7/6/2016 17:15,7/6/2016,17:15:00,,10.21,,7.79,,0.05,,2.3,,10.69,,11.4,,114.6,,637
7/6/2016 17:30,7/6/2016,17:30:00,,10.18,,7.79,,0.05,,2.1,,10.66,,11.4,,114.5,,637
7/6/2016 17:45,7/6/2016,17:45:00,,10.15,,7.77,,0.05,,2.4,,10.68,,11.4,,114.6,,637
7/6/2016 18:00,7/6/2016,18:00:00,,10.15,,7.77,,0.05,,1.9,,10.71,,11.4,,114.5,,637
7/6/2016 18:15,7/6/2016,18:15:00,,10.16,,7.77,,0.05,,2.5,,10.68,,11.4,,114.8,,637
7/6/2016 18:30,7/6/2016,18:30:00,,10.16,,7.77,,0.05,,2.4,,10.68,,11.2,,114.5,,637
7/6/2016 18:45,7/6/2016,18:45:00,,10.16,,7.75,,0.05,,1.8,,10.73,,11.3,,114.7,,637
7/6/2016 19:00,7/6/2016,19:00:00,,10.15,,7.76,,0.05,,2.4,,10.68,,11.4,,114.8,,637
7/6/2016 19:15,7/6/2016,19:15:00,,10.14,,7.76,,0.05,,2.6,,10.66,,11.4,,114.8,,637
7/6/2016 19:30,7/6/2016,19:30:00,,10.14,,7.75,,0.05,,2.5,,10.68,,11.2,,114.4,,637
7/6/2016 19:45,7/6/2016,19:45:00,,10.14,,7.75,,0.05,,2.7,,10.69,,11.4,,114.7,,637
7/6/2016 20:00,7/6/2016,20:00:00,,10.13,,7.75,,0.05,,2.5,,10.71,,11.3,,114.7,,637
7/6/2016 20:15,7/6/2016,20:15:00,,10.13,,7.75,,0.05,,2.2,,10.7,,11.4,,114.6,,637
7/6/2016 20:30,7/6/2016,20:30:00,,10.12,,7.74,,0.05,,2.1,,10.69,,11.4,,114.4,,637
7/6/2016 20:45,7/6/2016,20:45:00,,10.11,,7.73,,0.05,,2.2,,10.71,,11.4,,114.3,,637
7/6/2016 21:00,7/6/2016,21:00:00,,10.11,,7.72,,0.05,,2.4,,10.66,,11.4,,114.6,,637
7/6/2016 21:15,7/6/2016,21:15:00,,10.11,,7.72,,0.05,,1.9,,10.66,,11.4,,114.3,,637
7/6/2016 21:30,7/6/2016,21:30:00,,10.13,,7.73,,0.05,,2.2,,10.68,,11.4,,114.4,,637
7/6/2016 21:45,7/6/2016,21:45:00,,10.14,,7.71,,0.05,,2.2,,10.66,,11.1,,114.4,,637
